,동원관,학생회관,자하연,전망대(농대),302동,기숙사(919동)
동원관,0.0,0.6372479734825957,0.4552797394473005,1.021119694687364,1.79854763775884,0.6666215800681194
학생회관,0.6372479734825957,0.0,0.24809658285780545,0.3940263292231735,1.1812585004253342,0.8684231264346665
자하연,0.4552797394473005,0.24809658285780545,0.0,0.6346206694305639,1.3470860422830184,0.6322469725332014
전망대(농대),1.021119694687364,0.3940263292231735,0.6346206694305639,0.0,0.8845057790054749,1.2175732034116253
302동,1.79854763775884,1.1812585004253342,1.3470860422830184,0.8845057790054749,0.0,1.7129344018055825
기숙사(919동),0.6666215800681194,0.8684231264346665,0.6322469725332014,1.2175732034116253,1.7129344018055825,0.0
