학생회관 ~ 전망대(농대),0.15481445123036433,6.440943869441826
학생회관 ~ 기숙사(919동),0.15255304041689974,1.3259808112354727
학생회관 ~ 302동,0.15222679905711806,0.7166549526122147
학생회관 ~ 동원관,0.1515980837341145,2.462538754129399
학생회관 ~ 자하연,0.15945970062679862,16.246448373377362
전망대(농대) ~ 기숙사(919동),0.15333412231837595,0.6745433063064105
전망대(농대) ~ 302동,0.15790957986520535,1.2781995210473203
전망대(농대) ~ 동원관,0.15810960023777765,0.9590620242555274
전망대(농대) ~ 자하연,0.15744918870626498,2.4829705830753457
기숙사(919동) ~ 302동,0.1506629106410436,0.3408148712952987
기숙사(919동) ~ 동원관,0.1496435371291666,2.2503043654161488
기숙사(919동) ~ 자하연,0.15585317562927925,2.501649623551628
302동 ~ 동원관,0.1558685642082682,0.3091406453809608
302동 ~ 자하연,0.15603574508380302,0.5510732466016126
동원관 ~ 자하연,0.15901403316988474,4.824400478725944
